shipment_id,origin,destination,distance_km,carrier,mode,order_date,expected_delivery_date,delivered_date,weather_severity,traffic_condition
SHP100254,Kolkata,Pune,715,Delhivery,Air,2024-08-17,2024-08-21,2024-08-21,2,3
SHP100255,Chennai,Ahmedabad,660,Delhivery,Air,2024-06-23,2024-06-27,2024-06-27,2,5
SHP100256,Delhi,Mumbai,1485,EcomExpress,Air,2024-04-11,2024-04-15,2024-04-17,0,2
SHP100257,Ahmedabad,Delhi,1257,BlueDart,Truck,2024-06-11,2024-06-14,2024-06-14,3,2
SHP100258,Kolkata,Ahmedabad,1110,BlueDart,Rail,2024-03-16,2024-03-19,2024-03-19,3,5
SHP100259,Mumbai,Kolkata,1467,DHL,Truck,2024-04-30,2024-05-02,2024-05-02,1,1
SHP100260,Ahmedabad,Kolkata,311,Delhivery,Truck,2024-03-22,2024-03-26,2024-03-29,2,1
SHP100261,Bangalore,Chennai,2235,FedEx,Rail,2024-07-26,2024-07-29,2024-07-31,1,3
SHP100262,Bangalore,Hyderabad,1932,EcomExpress,Rail,2024-04-23,2024-04-24,2024-04-26,1,3
SHP100263,Bangalore,Ahmedabad,194,BlueDart,Rail,2024-09-09,2024-09-10,2024-09-10,1,4
SHP100264,Mumbai,Bangalore,1491,Delhivery,Air,2024-02-15,2024-02-18,2024-02-18,0,2
SHP100265,Ahmedabad,Kolkata,1195,EcomExpress,Air,2024-10-13,2024-10-17,2024-10-18,1,3
SHP100266,Delhi,Bangalore,254,BlueDart,Air,2024-10-21,2024-10-28,2024-10-30,0,2
SHP100267,Ahmedabad,Hyderabad,829,FedEx,Rail,2024-04-22,2024-04-27,2024-04-28,3,5
SHP100268,Ahmedabad,Bangalore,1255,Delhivery,Truck,2024-04-21,2024-04-23,2024-04-25,3,5
SHP100269,Kolkata,Delhi,1650,EcomExpress,Rail,2024-05-03,2024-05-10,2024-05-13,1,2
SHP100270,Bangalore,Delhi,1873,Delhivery,Air,2024-08-24,2024-08-27,2024-08-28,2,3
SHP100271,Chennai,Delhi,1979,FedEx,Air,2024-04-09,2024-04-16,2024-04-19,2,1
SHP100272,Chennai,Delhi,2022,EcomExpress,Truck,2024-01-23,2024-01-26,2024-01-26,3,2
SHP100273,Mumbai,Bangalore,392,BlueDart,Air,2024-02-12,2024-02-16,2024-02-17,1,5
SHP100274,Kolkata,Hyderabad,1784,EcomExpress,Truck,2024-06-30,2024-07-07,2024-07-07,1,3
SHP100275,Kolkata,Chennai,2427,BlueDart,Rail,2024-05-10,2024-05-14,2024-05-14,1,2
SHP100276,Delhi,Chennai,753,BlueDart,Rail,2024-03-29,2024-04-05,2024-04-05,0,2
SHP100277,Chennai,Hyderabad,1399,EcomExpress,Rail,2024-10-07,2024-10-10,2024-10-11,0,5
SHP100278,Ahmedabad,Kolkata,1161,Delhivery,Air,2024-04-26,2024-05-03,2024-05-03,3,5
SHP100279,Pune,Bangalore,1404,BlueDart,Truck,2024-09-07,2024-09-14,2024-09-15,3,1
SHP100280,Pune,Bangalore,907,Delhivery,Air,2024-04-13,2024-04-14,2024-04-14,1,2
SHP100281,Chennai,Delhi,1883,Delhivery,Rail,2024-10-01,2024-10-02,2024-10-02,0,3
SHP100282,Hyderabad,Pune,2259,Delhivery,Truck,2024-04-24,2024-04-29,2024-04-29,1,2
SHP100283,Mumbai,Ahmedabad,995,FedEx,Rail,2024-05-02,2024-05-04,2024-05-04,0,4
SHP100284,Kolkata,Ahmedabad,316,BlueDart,Rail,2024-03-26,2024-03-29,2024-03-31,1,4
SHP100285,Pune,Ahmedabad,1629,Delhivery,Truck,2024-02-11,2024-02-18,2024-02-18,1,2
SHP100286,Mumbai,Pune,1456,BlueDart,Truck,2024-01-15,2024-01-18,2024-01-20,1,3
SHP100287,Delhi,Pune,1932,Delhivery,Air,2024-08-27,2024-08-30,2024-09-02,2,3
SHP100288,Kolkata,Ahmedabad,997,EcomExpress,Rail,2024-04-26,2024-04-30,2024-05-02,0,3
SHP100289,Mumbai,Chennai,804,FedEx,Air,2024-05-23,2024-05-30,2024-05-30,3,1
SHP100290,Ahmedabad,Hyderabad,917,DHL,Truck,2024-08-28,2024-08-31,2024-09-03,3,1
SHP100291,Chennai,Kolkata,2026,EcomExpress,Air,2024-01-11,2024-01-12,2024-01-12,0,4
SHP100292,Chennai,Hyderabad,1575,Delhivery,Air,2024-07-02,2024-07-06,2024-07-07,1,2
SHP100293,Ahmedabad,Delhi,326,Delhivery,Air,2024-08-28,2024-08-30,2024-09-01,0,2
SHP100294,Delhi,Pune,218,DHL,Truck,2024-04-18,2024-04-23,2024-04-26,2,4
SHP100295,Bangalore,Delhi,2062,Delhivery,Rail,2024-02-01,2024-02-05,2024-02-06,2,4
SHP100296,Hyderabad,Ahmedabad,1448,Delhivery,Truck,2024-04-21,2024-04-23,2024-04-23,0,2
SHP100297,Hyderabad,Mumbai,1738,DHL,Air,2024-05-30,2024-06-06,2024-06-09,2,5
SHP100298,Kolkata,Bangalore,2367,FedEx,Air,2024-06-24,2024-06-26,2024-06-26,2,3
SHP100299,Hyderabad,Mumbai,1736,EcomExpress,Air,2024-06-21,2024-06-28,2024-07-01,3,5
SHP100300,Hyderabad,Chennai,906,EcomExpress,Rail,2024-04-08,2024-04-11,2024-04-13,3,3
SHP100301,Pune,Bangalore,1234,BlueDart,Truck,2024-06-29,2024-07-04,2024-07-06,0,4
SHP100302,Bangalore,Hyderabad,522,EcomExpress,Air,2024-01-13,2024-01-16,2024-01-16,0,1
SHP100303,Mumbai,Hyderabad,2369,Delhivery,Truck,2024-05-27,2024-06-01,2024-06-04,0,1
SHP100304,Kolkata,Ahmedabad,1294,EcomExpress,Truck,2024-01-06,2024-01-10,2024-01-13,2,3
SHP100305,Pune,Chennai,1262,EcomExpress,Air,2024-08-25,2024-09-01,2024-09-02,3,3
SHP100306,Ahmedabad,Kolkata,2325,FedEx,Rail,2024-04-05,2024-04-08,2024-04-08,0,2
SHP100307,Ahmedabad,Pune,1369,BlueDart,Truck,2024-01-12,2024-01-14,2024-01-14,3,4
SHP100308,Pune,Chennai,1421,EcomExpress,Air,2024-08-27,2024-08-29,2024-08-31,2,5
SHP100309,Delhi,Mumbai,913,Delhivery,Rail,2024-10-06,2024-10-13,2024-10-15,2,2
SHP100310,Mumbai,Kolkata,1241,BlueDart,Rail,2024-03-19,2024-03-26,2024-03-26,3,2
SHP100311,Pune,Kolkata,1169,DHL,Rail,2024-03-02,2024-03-09,2024-03-11,0,3
SHP100312,Pune,Bangalore,2208,BlueDart,Air,2024-04-04,2024-04-05,2024-04-05,0,1
SHP100313,Hyderabad,Pune,2204,DHL,Truck,2024-01-23,2024-01-29,2024-01-31,2,1
SHP100314,Kolkata,Delhi,866,Delhivery,Truck,2024-05-22,2024-05-28,2024-05-29,2,5
SHP100315,Pune,Delhi,139,BlueDart,Truck,2024-06-04,2024-06-10,2024-06-10,2,3
SHP100316,Mumbai,Pune,865,FedEx,Rail,2024-07-29,2024-08-04,2024-08-04,2,2
SHP100317,Hyderabad,Chennai,349,Delhivery,Air,2024-03-15,2024-03-22,2024-03-24,2,5
SHP100318,Hyderabad,Ahmedabad,2416,DHL,Rail,2024-07-01,2024-07-07,2024-07-07,2,5
SHP100319,Bangalore,Chennai,2039,EcomExpress,Air,2024-02-09,2024-02-10,2024-02-10,0,3
SHP100320,Chennai,Delhi,1321,Delhivery,Air,2024-10-15,2024-10-16,2024-10-16,2,2
SHP100321,Ahmedabad,Delhi,1631,EcomExpress,Truck,2024-01-16,2024-01-17,2024-01-17,3,2
SHP100322,Delhi,Chennai,2361,BlueDart,Truck,2024-10-01,2024-10-04,2024-10-05,0,5
SHP100323,Chennai,Ahmedabad,1275,FedEx,Rail,2024-04-11,2024-04-14,2024-04-17,2,4
SHP100324,Bangalore,Hyderabad,1047,FedEx,Rail,2024-07-13,2024-07-15,2024-07-15,0,3
SHP100325,Pune,Mumbai,1605,BlueDart,Rail,2024-09-21,2024-09-23,2024-09-23,3,1
SHP100326,Kolkata,Mumbai,595,DHL,Truck,2024-05-11,2024-05-14,2024-05-14,3,4
SHP100327,Chennai,Hyderabad,1152,FedEx,Air,2024-02-20,2024-02-27,2024-02-28,0,1
SHP100328,Chennai,Pune,204,BlueDart,Rail,2024-09-10,2024-09-15,2024-09-16,3,4
SHP100329,Bangalore,Kolkata,1398,BlueDart,Rail,2024-07-06,2024-07-12,2024-07-15,2,5
SHP100330,Pune,Hyderabad,1653,FedEx,Rail,2024-05-03,2024-05-07,2024-05-09,3,4
SHP100331,Delhi,Ahmedabad,1175,EcomExpress,Truck,2024-02-07,2024-02-12,2024-02-12,0,5
SHP100332,Hyderabad,Delhi,2167,DHL,Air,2024-03-21,2024-03-27,2024-03-28,0,4
SHP100333,Hyderabad,Ahmedabad,1085,Delhivery,Air,2024-06-17,2024-06-22,2024-06-24,0,5
SHP100334,Bangalore,Hyderabad,2205,FedEx,Air,2024-02-10,2024-02-15,2024-02-15,2,4
SHP100335,Pune,Bangalore,1418,Delhivery,Truck,2024-10-21,2024-10-28,2024-10-29,2,3
SHP100336,Mumbai,Kolkata,1470,Delhivery,Air,2024-08-13,2024-08-16,2024-08-17,0,2
SHP100337,Chennai,Bangalore,757,DHL,Truck,2024-04-20,2024-04-25,2024-04-26,1,3
SHP100338,Hyderabad,Mumbai,161,DHL,Air,2024-08-04,2024-08-05,2024-08-06,2,1
SHP100339,Kolkata,Chennai,1538,BlueDart,Air,2024-09-26,2024-09-30,2024-10-03,2,3
SHP100340,Ahmedabad,Bangalore,1234,BlueDart,Rail,2024-02-01,2024-02-06,2024-02-06,3,4
SHP100341,Bangalore,Kolkata,2489,BlueDart,Truck,2024-03-01,2024-03-02,2024-03-02,3,5
SHP100342,Chennai,Mumbai,999,DHL,Truck,2024-01-25,2024-02-01,2024-02-03,2,2
SHP100343,Hyderabad,Ahmedabad,2030,BlueDart,Rail,2024-04-01,2024-04-05,2024-04-07,2,2
SHP100344,Hyderabad,Ahmedabad,104,EcomExpress,Rail,2024-09-25,2024-10-01,2024-10-03,3,1
SHP100345,Kolkata,Ahmedabad,423,FedEx,Air,2024-08-14,2024-08-19,2024-08-20,2,1
SHP100346,Chennai,Bangalore,1686,BlueDart,Truck,2024-09-24,2024-09-26,2024-09-28,3,4
SHP100347,Mumbai,Bangalore,1118,EcomExpress,Rail,2024-06-22,2024-06-29,2024-06-29,2,1
SHP100348,Bangalore,Hyderabad,1936,DHL,Truck,2024-08-06,2024-08-12,2024-08-15,3,4
SHP100349,Kolkata,Bangalore,1171,BlueDart,Rail,2024-04-15,2024-04-16,2024-04-17,1,2
SHP100350,Kolkata,Delhi,171,BlueDart,Truck,2024-03-04,2024-03-10,2024-03-10,2,3
SHP100351,Delhi,Bangalore,2132,FedEx,Air,2024-02-16,2024-02-17,2024-02-17,3,3
SHP100352,Mumbai,Hyderabad,2450,BlueDart,Truck,2024-10-14,2024-10-16,2024-10-16,1,4
SHP100353,Delhi,Bangalore,1760,Delhivery,Air,2024-08-05,2024-08-08,2024-08-08,1,2
SHP100354,Mumbai,Hyderabad,259,DHL,Air,2024-07-29,2024-08-02,2024-08-02,2,3
SHP100355,Pune,Hyderabad,401,BlueDart,Air,2024-08-24,2024-08-30,2024-08-31,3,2
SHP100356,Ahmedabad,Mumbai,640,BlueDart,Rail,2024-04-02,2024-04-05,2024-04-05,3,1
SHP100357,Mumbai,Pune,2013,BlueDart,Truck,2024-08-28,2024-09-04,2024-09-06,3,1
SHP100358,Mumbai,Kolkata,886,FedEx,Air,2024-08-23,2024-08-25,2024-08-28,1,4
SHP100359,Hyderabad,Chennai,432,Delhivery,Rail,2024-05-01,2024-05-04,2024-05-05,0,5
SHP100360,Delhi,Mumbai,1824,DHL,Truck,2024-07-21,2024-07-24,2024-07-24,2,4
SHP100361,Hyderabad,Mumbai,2142,FedEx,Truck,2024-01-27,2024-01-28,2024-01-30,1,2
SHP100362,Chennai,Hyderabad,2319,Delhivery,Rail,2024-04-18,2024-04-23,2024-04-25,3,4
SHP100363,Bangalore,Ahmedabad,2303,FedEx,Truck,2024-09-24,2024-10-01,2024-10-01,0,4
SHP100364,Chennai,Delhi,446,Delhivery,Truck,2024-03-20,2024-03-21,2024-03-24,0,2
SHP100365,Chennai,Ahmedabad,1499,DHL,Air,2024-07-09,2024-07-15,2024-07-18,3,5
SHP100366,Kolkata,Ahmedabad,1060,DHL,Air,2024-06-13,2024-06-18,2024-06-18,2,4
SHP100367,Bangalore,Ahmedabad,1673,Delhivery,Rail,2024-05-08,2024-05-14,2024-05-15,0,3
SHP100368,Mumbai,Pune,2179,FedEx,Air,2024-09-08,2024-09-13,2024-09-13,0,4
SHP100369,Chennai,Pune,973,FedEx,Air,2024-08-12,2024-08-14,2024-08-14,1,3
SHP100370,Pune,Delhi,757,BlueDart,Air,2024-09-04,2024-09-05,2024-09-05,3,3
SHP100371,Ahmedabad,Chennai,2362,BlueDart,Air,2024-05-21,2024-05-28,2024-05-30,0,1
SHP100372,Hyderabad,Pune,190,BlueDart,Rail,2024-08-24,2024-08-28,2024-08-28,3,5
SHP100373,Mumbai,Delhi,2184,BlueDart,Truck,2024-07-03,2024-07-07,2024-07-07,3,1
SHP100374,Bangalore,Hyderabad,1365,Delhivery,Air,2024-05-03,2024-05-10,2024-05-12,3,1
SHP100375,Hyderabad,Ahmedabad,185,Delhivery,Rail,2024-05-24,2024-05-29,2024-05-29,2,5
SHP100376,Kolkata,Mumbai,2486,EcomExpress,Rail,2024-04-30,2024-05-04,2024-05-04,2,2
SHP100377,Kolkata,Pune,675,Delhivery,Air,2024-08-28,2024-09-02,2024-09-04,1,5
SHP100378,Ahmedabad,Pune,1051,EcomExpress,Air,2024-08-20,2024-08-25,2024-08-25,2,5
SHP100379,Bangalore,Mumbai,2354,DHL,Rail,2024-03-23,2024-03-25,2024-03-25,1,4
SHP100380,Chennai,Delhi,407,BlueDart,Rail,2024-03-20,2024-03-25,2024-03-28,3,4
SHP100381,Delhi,Bangalore,1117,FedEx,Air,2024-08-02,2024-08-04,2024-08-04,3,1
SHP100382,Ahmedabad,Hyderabad,973,BlueDart,Air,2024-01-28,2024-02-04,2024-02-04,1,1
SHP100383,Chennai,Mumbai,771,BlueDart,Air,2024-09-02,2024-09-09,2024-09-12,2,5
SHP100384,Hyderabad,Ahmedabad,2099,Delhivery,Air,2024-05-05,2024-05-09,2024-05-11,2,2
SHP100385,Hyderabad,Ahmedabad,535,DHL,Rail,2024-07-13,2024-07-16,2024-07-16,0,4
SHP100386,Hyderabad,Bangalore,2114,BlueDart,Truck,2024-07-02,2024-07-06,2024-07-06,1,4
SHP100387,Ahmedabad,Hyderabad,2454,DHL,Truck,2024-06-08,2024-06-11,2024-06-12,0,4
SHP100388,Hyderabad,Kolkata,381,DHL,Truck,2024-04-04,2024-04-05,2024-04-07,0,1
SHP100389,Delhi,Pune,1125,Delhivery,Air,2024-01-25,2024-01-31,2024-02-02,0,2
SHP100390,Bangalore,Chennai,1704,Delhivery,Truck,2024-09-02,2024-09-08,2024-09-08,1,4
SHP100391,Delhi,Bangalore,1818,BlueDart,Air,2024-04-23,2024-04-29,2024-05-02,3,1
SHP100392,Pune,Mumbai,1428,EcomExpress,Truck,2024-09-30,2024-10-04,2024-10-04,3,1
SHP100393,Bangalore,Hyderabad,1192,DHL,Truck,2024-05-22,2024-05-25,2024-05-27,0,4
SHP100394,Pune,Delhi,303,EcomExpress,Truck,2024-03-03,2024-03-06,2024-03-06,1,5
SHP100395,Hyderabad,Bangalore,1938,EcomExpress,Rail,2024-07-05,2024-07-06,2024-07-06,3,5
SHP100396,Hyderabad,Delhi,742,FedEx,Rail,2024-09-24,2024-09-30,2024-10-02,0,3
SHP100397,Bangalore,Mumbai,192,DHL,Rail,2024-08-14,2024-08-17,2024-08-20,0,3
SHP100398,Pune,Mumbai,210,EcomExpress,Air,2024-03-19,2024-03-22,2024-03-22,2,4
SHP100399,Kolkata,Pune,869,EcomExpress,Rail,2024-05-19,2024-05-24,2024-05-24,1,2
SHP100400,Pune,Delhi,2409,DHL,Rail,2024-10-01,2024-10-07,2024-10-08,0,3
SHP100401,Pune,Delhi,124,FedEx,Air,2024-04-02,2024-04-04,2024-04-06,1,2
SHP100402,Ahmedabad,Chennai,2402,FedEx,Air,2024-02-09,2024-02-14,2024-02-15,0,5
SHP100403,Chennai,Pune,961,EcomExpress,Truck,2024-02-10,2024-02-13,2024-02-13,2,3
SHP100404,Ahmedabad,Bangalore,207,FedEx,Truck,2024-04-09,2024-04-14,2024-04-15,1,5
SHP100405,Bangalore,Kolkata,2149,Delhivery,Rail,2024-03-08,2024-03-12,2024-03-12,3,3
SHP100406,Delhi,Hyderabad,1847,BlueDart,Air,2024-02-09,2024-02-12,2024-02-12,0,2
SHP100407,Bangalore,Hyderabad,406,FedEx,Truck,2024-04-27,2024-05-04,2024-05-07,1,2
SHP100408,Delhi,Ahmedabad,730,Delhivery,Truck,2024-10-21,2024-10-28,2024-10-29,2,4
SHP100409,Hyderabad,Kolkata,1051,EcomExpress,Truck,2024-07-11,2024-07-17,2024-07-20,2,5
SHP100410,Pune,Kolkata,2428,BlueDart,Rail,2024-03-22,2024-03-29,2024-03-29,0,1
SHP100411,Ahmedabad,Delhi,374,EcomExpress,Rail,2024-06-25,2024-06-26,2024-06-27,0,2
SHP100412,Chennai,Kolkata,196,Delhivery,Air,2024-06-25,2024-06-26,2024-06-26,3,5
SHP100413,Chennai,Hyderabad,2054,Delhivery,Air,2024-01-01,2024-01-03,2024-01-05,0,1
SHP100414,Mumbai,Bangalore,1648,DHL,Rail,2024-09-15,2024-09-20,2024-09-20,2,4
SHP100415,Pune,Hyderabad,2451,Delhivery,Air,2024-07-22,2024-07-24,2024-07-24,3,4
SHP100416,Mumbai,Ahmedabad,489,DHL,Air,2024-06-10,2024-06-17,2024-06-17,1,2
SHP100417,Pune,Hyderabad,330,FedEx,Truck,2024-05-16,2024-05-19,2024-05-19,3,5
SHP100418,Mumbai,Ahmedabad,1013,EcomExpress,Truck,2024-02-17,2024-02-20,2024-02-20,2,1
SHP100419,Mumbai,Ahmedabad,1527,DHL,Air,2024-01-29,2024-01-31,2024-02-03,3,1
SHP100420,Chennai,Kolkata,1056,EcomExpress,Rail,2024-08-26,2024-08-30,2024-08-31,0,3
SHP100421,Mumbai,Ahmedabad,157,FedEx,Rail,2024-01-23,2024-01-26,2024-01-26,0,4
SHP100422,Ahmedabad,Mumbai,312,EcomExpress,Air,2024-02-25,2024-03-01,2024-03-02,1,2
SHP100423,Mumbai,Pune,2493,EcomExpress,Truck,2024-08-16,2024-08-22,2024-08-24,3,3
SHP100424,Delhi,Mumbai,2377,EcomExpress,Truck,2024-02-07,2024-02-11,2024-02-14,1,3
SHP100425,Delhi,Mumbai,1134,BlueDart,Rail,2024-09-29,2024-10-04,2024-10-04,0,1
SHP100426,Hyderabad,Pune,1921,DHL,Air,2024-06-23,2024-06-28,2024-07-01,3,3
SHP100427,Delhi,Bangalore,1412,Delhivery,Rail,2024-07-17,2024-07-20,2024-07-20,0,1
SHP100428,Bangalore,Hyderabad,1287,FedEx,Rail,2024-05-14,2024-05-20,2024-05-20,1,3
SHP100429,Chennai,Mumbai,597,Delhivery,Rail,2024-05-28,2024-06-01,2024-06-01,2,3
SHP100430,Hyderabad,Ahmedabad,1915,DHL,Rail,2024-08-30,2024-09-04,2024-09-05,2,3
SHP100431,Chennai,Delhi,2255,FedEx,Truck,2024-03-18,2024-03-19,2024-03-19,1,3
SHP100432,Bangalore,Pune,927,EcomExpress,Truck,2024-09-01,2024-09-07,2024-09-10,1,2
SHP100433,Hyderabad,Bangalore,424,EcomExpress,Truck,2024-04-29,2024-05-03,2024-05-04,3,3
SHP100434,Hyderabad,Pune,1095,EcomExpress,Rail,2024-08-06,2024-08-12,2024-08-12,2,3
SHP100435,Kolkata,Mumbai,328,Delhivery,Truck,2024-05-06,2024-05-09,2024-05-09,2,1
SHP100436,Kolkata,Pune,2216,Delhivery,Air,2024-09-06,2024-09-11,2024-09-11,3,4
SHP100437,Hyderabad,Kolkata,2284,FedEx,Truck,2024-06-09,2024-06-11,2024-06-11,3,3
SHP100438,Pune,Chennai,940,EcomExpress,Air,2024-09-11,2024-09-16,2024-09-17,1,4
SHP100439,Chennai,Delhi,1008,Delhivery,Truck,2024-08-08,2024-08-11,2024-08-11,0,2
SHP100440,Pune,Hyderabad,387,EcomExpress,Truck,2024-09-19,2024-09-23,2024-09-23,1,3
SHP100441,Chennai,Mumbai,2084,FedEx,Truck,2024-02-18,2024-02-24,2024-02-26,0,4
SHP100442,Pune,Bangalore,1702,EcomExpress,Air,2024-02-18,2024-02-20,2024-02-20,3,2
SHP100443,Hyderabad,Pune,381,BlueDart,Rail,2024-04-16,2024-04-20,2024-04-20,0,4
SHP100444,Hyderabad,Ahmedabad,1687,BlueDart,Truck,2024-10-03,2024-10-06,2024-10-06,2,3
SHP100445,Ahmedabad,Chennai,2251,DHL,Rail,2024-01-18,2024-01-19,2024-01-22,2,3
SHP100446,Hyderabad,Chennai,1021,FedEx,Rail,2024-07-29,2024-07-31,2024-08-02,3,5
SHP100447,Chennai,Kolkata,415,EcomExpress,Truck,2024-01-13,2024-01-20,2024-01-21,3,1
SHP100448,Mumbai,Delhi,465,DHL,Air,2024-01-21,2024-01-23,2024-01-23,2,4
SHP100449,Ahmedabad,Kolkata,2233,BlueDart,Air,2024-10-13,2024-10-15,2024-10-17,1,5
SHP100450,Pune,Chennai,701,Delhivery,Air,2024-01-24,2024-01-27,2024-01-27,0,2
SHP100451,Kolkata,Ahmedabad,833,EcomExpress,Air,2024-07-05,2024-07-07,2024-07-07,0,3
SHP100452,Kolkata,Hyderabad,2024,FedEx,Rail,2024-10-07,2024-10-11,2024-10-12,2,2
SHP100453,Mumbai,Kolkata,273,BlueDart,Truck,2024-05-16,2024-05-22,2024-05-24,0,3
SHP100454,Bangalore,Chennai,710,Delhivery,Rail,2024-08-10,2024-08-17,2024-08-17,0,5
SHP100455,Ahmedabad,Kolkata,986,DHL,Air,2024-07-15,2024-07-17,2024-07-17,0,2
SHP100456,Hyderabad,Mumbai,1142,FedEx,Air,2024-04-30,2024-05-07,2024-05-10,1,1
SHP100457,Kolkata,Mumbai,1594,FedEx,Rail,2024-09-09,2024-09-11,2024-09-13,3,3
SHP100458,Mumbai,Hyderabad,2322,EcomExpress,Rail,2024-01-16,2024-01-17,2024-01-17,1,2
SHP100459,Bangalore,Kolkata,222,FedEx,Air,2024-06-03,2024-06-09,2024-06-09,0,1
SHP100460,Ahmedabad,Kolkata,1237,Delhivery,Truck,2024-06-09,2024-06-14,2024-06-14,0,4
SHP100461,Chennai,Bangalore,1276,Delhivery,Truck,2024-01-29,2024-02-01,2024-02-01,3,5
SHP100462,Pune,Bangalore,909,BlueDart,Truck,2024-01-17,2024-01-23,2024-01-23,2,3
SHP100463,Mumbai,Kolkata,2243,FedEx,Air,2024-09-28,2024-10-04,2024-10-04,1,1
SHP100464,Bangalore,Kolkata,1351,BlueDart,Truck,2024-06-05,2024-06-12,2024-06-12,1,1
SHP100465,Delhi,Bangalore,435,DHL,Truck,2024-02-12,2024-02-14,2024-02-14,2,4
SHP100466,Kolkata,Hyderabad,1846,DHL,Air,2024-05-24,2024-05-31,2024-06-01,2,4
SHP100467,Hyderabad,Mumbai,868,BlueDart,Truck,2024-09-02,2024-09-09,2024-09-09,3,2
SHP100468,Ahmedabad,Bangalore,1830,BlueDart,Rail,2024-10-19,2024-10-25,2024-10-25,1,5
SHP100469,Mumbai,Kolkata,2214,Delhivery,Rail,2024-08-17,2024-08-22,2024-08-22,0,3
SHP100470,Hyderabad,Bangalore,510,Delhivery,Rail,2024-06-02,2024-06-09,2024-06-11,1,1
SHP100471,Mumbai,Pune,2485,EcomExpress,Rail,2024-03-23,2024-03-25,2024-03-28,3,3
SHP100472,Ahmedabad,Delhi,291,BlueDart,Truck,2024-07-11,2024-07-12,2024-07-12,3,1
SHP100473,Hyderabad,Kolkata,2168,EcomExpress,Truck,2024-06-15,2024-06-19,2024-06-19,0,2
SHP100474,Hyderabad,Bangalore,1826,DHL,Air,2024-01-18,2024-01-23,2024-01-24,2,3
SHP100475,Kolkata,Mumbai,1141,BlueDart,Rail,2024-04-30,2024-05-03,2024-05-04,2,1
SHP100476,Pune,Delhi,2113,Delhivery,Rail,2024-02-11,2024-02-15,2024-02-15,3,3
SHP100477,Hyderabad,Chennai,1700,BlueDart,Air,2024-06-19,2024-06-20,2024-06-20,0,3
SHP100478,Mumbai,Bangalore,2361,Delhivery,Truck,2024-10-19,2024-10-26,2024-10-29,0,1
SHP100479,Hyderabad,Pune,1950,Delhivery,Truck,2024-09-03,2024-09-09,2024-09-10,2,4
SHP100480,Delhi,Kolkata,942,DHL,Rail,2024-04-18,2024-04-23,2024-04-25,0,3
SHP100481,Ahmedabad,Delhi,1268,DHL,Rail,2024-06-18,2024-06-20,2024-06-22,0,2
SHP100482,Mumbai,Chennai,2147,BlueDart,Rail,2024-05-23,2024-05-27,2024-05-29,2,2
SHP100483,Pune,Chennai,2331,FedEx,Air,2024-10-07,2024-10-12,2024-10-12,3,1
SHP100484,Mumbai,Pune,321,FedEx,Rail,2024-09-10,2024-09-11,2024-09-13,1,4
SHP100485,Ahmedabad,Delhi,223,FedEx,Air,2024-02-14,2024-02-18,2024-02-18,3,2
SHP100486,Delhi,Bangalore,1219,BlueDart,Truck,2024-05-14,2024-05-15,2024-05-15,3,1
SHP100487,Ahmedabad,Hyderabad,320,EcomExpress,Truck,2024-10-10,2024-10-13,2024-10-16,0,2
SHP100488,Kolkata,Bangalore,2495,DHL,Air,2024-06-25,2024-06-29,2024-06-29,2,2
SHP100489,Mumbai,Bangalore,1153,DHL,Air,2024-01-28,2024-02-04,2024-02-04,2,5
SHP100490,Chennai,Kolkata,284,FedEx,Truck,2024-09-22,2024-09-24,2024-09-24,1,4
SHP100491,Bangalore,Pune,2375,FedEx,Air,2024-09-13,2024-09-14,2024-09-14,3,2
SHP100492,Mumbai,Delhi,2474,FedEx,Rail,2024-10-14,2024-10-16,2024-10-19,1,5
SHP100493,Bangalore,Hyderabad,1740,Delhivery,Rail,2024-10-18,2024-10-20,2024-10-23,3,1
SHP100494,Bangalore,Ahmedabad,552,BlueDart,Air,2024-04-01,2024-04-06,2024-04-07,0,3
SHP100495,Bangalore,Ahmedabad,1606,DHL,Rail,2024-08-01,2024-08-05,2024-08-05,0,4
SHP100496,Kolkata,Chennai,1635,FedEx,Rail,2024-04-25,2024-04-26,2024-04-28,0,3
SHP100497,Ahmedabad,Delhi,2021,BlueDart,Rail,2024-07-06,2024-07-10,2024-07-10,1,4
SHP100498,Delhi,Chennai,2016,BlueDart,Air,2024-05-25,2024-05-29,2024-05-29,2,2
SHP100499,Kolkata,Chennai,473,DHL,Air,2024-03-14,2024-03-21,2024-03-23,3,4
SHP100500,Kolkata,Delhi,410,Delhivery,Truck,2024-01-22,2024-01-26,2024-01-26,1,4
SHP100501,Bangalore,Mumbai,743,DHL,Rail,2024-07-30,2024-08-04,2024-08-07,3,4
SHP100502,Bangalore,Ahmedabad,2077,BlueDart,Truck,2024-04-26,2024-05-02,2024-05-03,2,2
SHP100503,Bangalore,Chennai,2422,EcomExpress,Truck,2024-06-24,2024-06-30,2024-07-01,0,5
SHP100504,Chennai,Kolkata,1308,DHL,Truck,2024-07-05,2024-07-11,2024-07-11,3,2
SHP100505,Delhi,Kolkata,463,DHL,Truck,2024-03-16,2024-03-23,2024-03-25,0,3
SHP100506,Ahmedabad,Bangalore,2037,BlueDart,Truck,2024-01-12,2024-01-13,2024-01-16,0,4
SHP100507,Chennai,Mumbai,375,Delhivery,Rail,2024-02-11,2024-02-12,2024-02-13,0,1
